VariableName,Form,VariableType,ShortDescriptor,DataType,AllowableCodes
STROKMUL,a5,Original UDS question,More than one stroke reported as of the Initial Visit,Numeric cross-sectional," 0 = No
1 = Yes
8 = Not applicable, no reported history of stroke as of the Initial Visit
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
NACCSTYR,a5,NACC derived variable,Most recently reported year of stroke as of the Initial Visit,Numeric cross-sectional," 1900 - current year 
8888 = Not applicable, no reported history
    of stroke at the Initial Visit
9999 = Unknown 
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
CBTIA,a5,Original UDS question,Transient ischemic attack (TIA),Numeric longitudinal," 0 = Absent
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
TIAMULT,a5,Original UDS question,"More than one TIA reported as of the 
Initial Visit",Numeric cross-sectional," 0 = No
1 = Yes
8 = Not applicable, no reported history of TIA as of the Initial Visit
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
NACCTIYR,a5,NACC derived variable,Most recently reported year of TIA as of the Initial Visit,Numeric cross-sectional," 1900 - current year 
8888 = Not applicable, no reported history 
    of TIA
9999 = Unknown 
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
PD,a5,Original UDS question,Parkinson's disease (PD),Numeric longitudinal," 0 = Absent
1 = Recent/Active
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
PDYR,a5,Original UDS question,Year of PD diagnosis,Numeric longitudinal," 1900-  current year 
8888 = Not applicable, no reported PD
9999 = Unknown 
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
PDOTHR,a5,Original UDS question,Other parkinsonian disorder,Numeric longitudinal," 0 = Absent
1 = Recent/Active
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
PDOTHRYR,a5,Original UDS question,Year of parkinsonian disorder diagnosis,Numeric longitudinal," 1900 - current year 
8888 = Not applicable, other parkinsonian 
    disorder not reported
9999 = Unknown 
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
SEIZURES,a5,Original UDS question,Seizures,Numeric longitudinal," 0 = Absent
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
TBI,a5,Original UDS question,Traumatic brain injury (TBI),Numeric longitudinal," 0 = Absent	
1 = Recent/active
2 = Remote/inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
TBIBRIEF,a5,Original UDS question,Traumatic brain injury (TBI) with brief loss of consciousness (UDS v3.0),Numeric cross-sectional," 0 = No	
1 = Single
2 = Repeated/multiple
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
TRAUMBRF,a5,Original UDS question,Brain trauma - brief unconsciousness (UDS v1.2 -  v2.0),Numeric longitudinal," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
TBIEXTEN,a5,Original UDS question,TBI with extended loss of consciousness - 5 minutes or longer (UDS v3.0),Numeric cross-sectional," 0 = No	
1 = Single
2 = Repeated/multiple
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
TRAUMEXT,a5,Original UDS question,Brain trauma - extended unconsciousness (UDS v1.2 - v2.0),Numeric longitudinal," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
TBIWOLOS,a5,Original UDS question,TBI without loss of consciousness - as might result from military detonations or sports injury (UDS v3.0),Numeric cross-sectional," 0 = No	
1 = Single
2 = Repeated/multiple
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
TRAUMCHR,a5,Original UDS question,Brain trauma - chronic deficit (UDS v1.2 - v2.0),Numeric longitudinal," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
TBIYEAR,a5,Original UDS question,Year of most recent TBI,Numeric cross-sectional," 1900  -  current year
8888 = Not applicable, no reported TBI
9999 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
NCOTHR,a5,Original UDS question,Other neurological condition,Numeric longitudinal," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
NCOTHRX,a5,Original UDS question,Other neurological condition (specify),Character longitudinal, Any text or numbers
DIABETES,a5,Original UDS question,Diabetes,Numeric longitudinal," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
DIABTYPE,a5,Original UDS question,"If Recent/active or Remote/inactive diabetes, which type?",Numeric cross-sectional," 1 = Type 1 
2 = Type 2 
3 = Other type (diabetes insipidus, latent autoimmune diabetes/type 1.5, gestational diabetes)
8 = Not applicable, no diabetes reported
9 = Unknown 
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
HYPERTEN,a5,Original UDS question,Hypertension,Numeric longitudinal," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
HYPERCHO,a5,Original UDS question,Hypercholesterolemia,Numeric longitudinal," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
B12DEF,a5,Original UDS question,Vitamin B12 deficiency,Numeric longitudinal," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
THYROID,a5,Original UDS question,Thyroid disease,Numeric longitudinal," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
ARTHRIT,a5,Original UDS question,Arthritis,Numeric cross-sectional," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
ARTHTYPE,a5,Original UDS question,Type of arthritis,Numeric cross-sectional," 1 = Rheumatoid 
2 = Osteoarthritis 
3 = Other 
8 = Not applicable, no reported arthritis
9 = Unknown 
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
ARTHTYPX,a5,Original UDS question,Other arthritis (specify),Character cross-sectional, Any text or numbers
ARTHUPEX,a5,Original UDS question,"Arthritis, region affected - upper extremity",Numeric cross-sectional," 0 = No 
1 = Yes
8 = Not applicable, no arthritis reported                            
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
ARTHLOEX,a5,Original UDS question,"Arthritis, region affected - lower extremity",Numeric cross-sectional," 0 = No 
1 = Yes       
8 = Not applicable, no arthritis reported                     
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
ARTHSPIN,a5,Original UDS question,"Arthritis, region affected - spine",Numeric cross-sectional," 0 = No
1 = Yes
8 = Not applicable, no arthritis reported
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
ARTHUNK,a5,Original UDS question,Region affected - unknown,Numeric cross-sectional," 0 = No 
1 = Yes
8 = Not applicable, no arthritis reported
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
INCONTU,a5,Original UDS question,Incontinence - urinary,Numeric longitudinal," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
INCONTF,a5,Original UDS question,Incontinence - bowel,Numeric longitudinal," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
APNEA,a5,Original UDS question,Sleep apnea history reported at Initial Visit,Numeric cross-sectional," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
RBD,a5,Original UDS question,REM sleep behavior disorder (RBD) history reported at Initial Visit,Numeric cross-sectional," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
INSOMN,a5,Original UDS question,Hyposomnia/insomnia history reported at Initial Visit,Numeric cross-sectional," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
OTHSLEEP,a5,Original UDS question,Other sleep disorder history reported at Initial Visit,Numeric cross-sectional," 0 = Absent	
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
OTHSLEEX,a5,Original UDS question,Other sleep disorder (specify),Character cross-sectional, Any text or numbers
ALCOHOL,a5,Original UDS question,"Alcohol abuse - clinically significant impairment occurring over a 12-month period manifested in one of the following areas: work, driving, legal, or social",Numeric longitudinal," 0 = Absent
1 = Recent/Active
2 = Remote/Inactive
9 = Unknown
- 4 =  Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
